20171128	4	A	1	PE1_WT	0.25	3	362	500
20171128	4	A	2	PE1_WT	0.75	3	820	700
20171128	4	A	3	PE1_WT	1.5	3	1678	1200
20171128	4	A	4	PE1_WT	2	3	1994	1500
20171128	4	A	5	PE1_WT	3.5	3	4954	2500
20171128	4	A	6	PE1_WT	4.5	3	6740	4000
20171128	4	A	7	PE1_WT	5.5	3	8000	5000
20171128	4	A	8	PE1_WT	7	5	9825	3500
20171128	4	A	9	PE1_WT	8	5	12002	3500
20171128	4	A	10	PE1_WT	9	5	13404	4000
20171128	4	A	11	PE1_WT	11	10	14944	2500
20171128	4	A	12	PE1_WT	12	10	15780	3000
20171128	8	A	1	PE1_WT	0.25	3	372	500
20171128	8	A	2	PE1_WT	0.75	3	768	700
20171128	8	A	3	PE1_WT	1.5	3	1733	1200
20171128	8	A	4	PE1_WT	2	3	2035	1500
20171128	8	A	5	PE1_WT	3.5	3	4949	2500
20171128	8	A	6	PE1_WT	4.5	3	6619	4000
20171128	8	A	7	PE1_WT	5.5	3	7981	5000
20171128	8	A	8	PE1_WT	7	5	9760	3500
20171128	8	A	9	PE1_WT	8	5	11833	3500
20171128	8	A	10	PE1_WT	9	5	13388	4000
20171128	8	A	11	PE1_WT	11	10	15195	2500
20171128	8	A	12	PE1_WT	12	10	15977	3000
20171128	12	A	1	PE1_WT	0.25	3	370	500
20171128	12	A	2	PE1_WT	0.75	3	804	700
20171128	12	A	3	PE1_WT	1.5	3	1721	1200
20171128	12	A	4	PE1_WT	2	3	2044	1500
20171128	12	A	5	PE1_WT	3.5	3	4882	2500
20171128	12	A	6	PE1_WT	4.5	3	6557	4000
20171128	12	A	7	PE1_WT	5.5	3	8310	5000
20171128	12	A	8	PE1_WT	7	5	9657	3500
20171128	12	A	9	PE1_WT	8	5	11864	3500
20171128	12	A	10	PE1_WT	9	5	13026	4000
20171128	12	A	11	PE1_WT	11	10	14565	2500
20171128	12	A	12	PE1_WT	12	10	15933	3000
20171128	16	A	1	PE1_WT	0.25	3	338	500
20171128	16	A	2	PE1_WT	0.75	3	764	700
20171128	16	A	3	PE1_WT	1.5	3	1600	1200
20171128	16	A	4	PE1_WT	2	3	2046	1500
20171128	16	A	5	PE1_WT	3.5	3	4892	2500
20171128	16	A	6	PE1_WT	4.5	3	6546	4000
20171128	16	A	7	PE1_WT	5.5	3	7979	5000
20171128	16	A	8	PE1_WT	7	5	9697	3500
20171128	16	A	9	PE1_WT	8	5	11684	3500
20171128	16	A	10	PE1_WT	9	5	13001	4000
20171128	16	A	11	PE1_WT	11	10	14875	2500
20171128	16	A	12	PE1_WT	12	10	15660	3000
20171128	20	A	1	PE1_WT	0.25	3	365	500
20171128	20	A	2	PE1_WT	0.75	3	772	700
20171128	20	A	3	PE1_WT	1.5	3	1647	1200
20171128	20	A	4	PE1_WT	2	3	1944	1500
20171128	20	A	5	PE1_WT	3.5	3	4851	2500
20171128	20	A	6	PE1_WT	4.5	3	6606	4000
20171128	20	A	7	PE1_WT	5.5	3	8011	5000
20171128	20	A	8	PE1_WT	7	5	9483	3500
20171128	20	A	9	PE1_WT	8	5	11724	3500
20171128	20	A	10	PE1_WT	9	5	13017	4000
20171128	20	A	11	PE1_WT	11	10	14396	2500
20171128	20	A	12	PE1_WT	12	10	16033	3000
20171128	24	A	1	PE1_WT	0.25	3	334	500
20171128	24	A	2	PE1_WT	0.75	3	738	700
20171128	24	A	3	PE1_WT	1.5	3	1600	1200
20171128	24	A	4	PE1_WT	2	3	1971	1500
20171128	24	A	5	PE1_WT	3.5	3	4817	2500
20171128	24	A	6	PE1_WT	4.5	3	6535	4000
20171128	24	A	7	PE1_WT	5.5	3	7920	5000
20171128	24	A	8	PE1_WT	7	5	9352	3500
20171128	24	A	9	PE1_WT	8	5	11551	3500
20171128	24	A	10	PE1_WT	9	5	12539	4000
20171128	24	A	11	PE1_WT	11	10	14787	2500
20171128	24	A	12	PE1_WT	12	10	16037	3000
20171128	27	A	1	PE1_WT	0.25	3	316	500
20171128	27	A	2	PE1_WT	0.75	3	748	700
20171128	27	A	3	PE1_WT	1.5	3	1625	1200
20171128	27	A	4	PE1_WT	2	3	1917	1500
20171128	27	A	5	PE1_WT	3.5	3	4777	2500
20171128	27	A	6	PE1_WT	4.5	3	6624	4000
20171128	27	A	7	PE1_WT	5.5	3	8016	5000
20171128	27	A	8	PE1_WT	7	5	9278	3500
20171128	27	A	9	PE1_WT	8	5	11624	3500
20171128	27	A	10	PE1_WT	9	5	12715	4000
20171128	27	A	11	PE1_WT	11	10	14460	2500
20171128	27	A	12	PE1_WT	12	10	15813	3000
20171128	31	A	1	PE1_WT	0.25	3	312	500
20171128	31	A	2	PE1_WT	0.75	3	743	700
20171128	31	A	3	PE1_WT	1.5	3	1656	1200
20171128	31	A	4	PE1_WT	2	3	1904	1500
20171128	31	A	5	PE1_WT	3.5	3	4706	2500
20171128	31	A	6	PE1_WT	4.5	3	6432	4000
20171128	31	A	7	PE1_WT	5.5	3	7897	5000
20171128	31	A	8	PE1_WT	7	5	9306	3500
20171128	31	A	9	PE1_WT	8	5	11430	3500
20171128	31	A	10	PE1_WT	9	5	12697	4000
20171128	31	A	11	PE1_WT	11	10	14556	2500
20171128	31	A	12	PE1_WT	12	10	15515	3000
20171128	35	A	1	PE1_WT	0.25	3	323	500
20171128	35	A	2	PE1_WT	0.75	3	736	700
20171128	35	A	3	PE1_WT	1.5	3	1617	1200
20171128	35	A	4	PE1_WT	2	3	1982	1500
20171128	35	A	5	PE1_WT	3.5	3	4777	2500
