220.0	11.593
220.5	11.841
221.0	11.911
221.5	11.969
222.0	12.023
222.5	11.892
223.0	11.786
223.5	11.545
224.0	11.251
224.5	10.896
225.0	10.523
225.5	10.217
226.0	9.952
226.5	9.724
227.0	9.501
227.5	9.275
228.0	9.057
228.5	8.844
229.0	8.621
229.5	8.375
230.0	8.109
230.5	7.816
231.0	7.522
231.5	7.199
232.0	6.842
232.5	6.444
233.0	6.022
233.5	5.606
234.0	5.190
234.5	4.777
235.0	4.376
235.5	3.990
236.0	3.632
236.5	3.306
237.0	2.997
237.5	2.699
238.0	2.416
238.5	2.157
239.0	1.941
239.5	1.768
240.0	1.635
240.5	1.530
241.0	1.444
241.5	1.374
242.0	1.315
242.5	1.261
243.0	1.213
243.5	1.173
244.0	1.144
244.5	1.120
245.0	1.102
245.5	1.089
246.0	1.077
246.5	1.067
247.0	1.059
247.5	1.054
248.0	1.052
248.5	1.052
249.0	1.055
249.5	1.057
250.0	1.062
250.5	1.068
251.0	1.075
251.5	1.080
252.0	1.090
252.5	1.102
253.0	1.115
253.5	1.130
254.0	1.146
254.5	1.163
255.0	1.181
255.5	1.202
256.0	1.227
256.5	1.255
257.0	1.283
257.5	1.304
258.0	1.322
258.5	1.337
259.0	1.352
259.5	1.364
260.0	1.374
260.5	1.383
261.0	1.394
261.5	1.405
262.0	1.416
262.5	1.428
263.0	1.440
263.5	1.455
264.0	1.474
264.5	1.495
265.0	1.517
265.5	1.540
266.0	1.558
266.5	1.578
267.0	1.598
267.5	1.617
268.0	1.638
268.5	1.655
269.0	1.673
269.5	1.690
270.0	1.706
270.5	1.724
271.0	1.740
271.5	1.755
272.0	1.769
272.5	1.784
273.0	1.796
273.5	1.809
274.0	1.818
274.5	1.829
275.0	1.839
275.5	1.849
276.0	1.858
276.5	1.866
277.0	1.872
277.5	1.875
278.0	1.877
278.5	1.876
279.0	1.873
279.5	1.868
280.0	1.862
280.5	1.853
281.0	1.843
281.5	1.832
282.0	1.813
282.5	1.792
283.0	1.768
283.5	1.741
284.0	1.710
284.5	1.681
285.0	1.650
285.5	1.616
286.0	1.578
286.5	1.539
287.0	1.494
287.5	1.445
288.0	1.397
288.5	1.347
289.0	1.296
289.5	1.245
290.0	1.191
290.5	1.132
291.0	1.070
291.5	1.007
292.0	0.947
292.5	0.889
293.0	0.833
293.5	0.776
294.0	0.718
294.5	0.663
295.0	0.614
295.5	0.568
296.0	0.527
296.5	0.493
297.0	0.460
297.5	0.431
298.0	0.402
298.5	0.374
299.0	0.347
299.5	0.322
300.0	0.301
300.5	0.279
301.0	0.259
301.5	0.239
302.0	0.219
302.5	0.199
303.0	0.183
303.5	0.169
304.0	0.154
304.5	0.142
305.0	0.129
305.5	0.120
306.0	0.110
306.5	0.101
307.0	0.093
307.5	0.086
308.0	0.079
308.5	0.072
309.0	0.065
309.5	0.061
310.0	0.057
310.5	0.052
311.0	0.047
311.5	0.044
312.0	0.040
312.5	0.037
313.0	0.033
313.5	0.033
314.0	0.033
314.5	0.031
315.0	0.027
315.5	0.025
316.0	0.024
316.5	0.024
317.0	0.020
317.5	0.018
318.0	0.018
318.5	0.018
319.0	0.016
319.5	0.016
320.0	0.017
320.5	0.017
321.0	0.017
321.5	0.015
322.0	0.013
322.5	0.014
323.0	0.013
323.5	0.011
324.0	0.008
324.5	0.005
325.0	0.005
325.5	0.005
326.0	0.004
326.5	0.003
327.0	0.003
327.5	0.003
328.0	0.002
328.5	0.000
329.0	-0.001
329.5	-0.001
330.0	-0.002
330.5	-0.002
331.0	-0.001
331.5	-0.002
332.0	0.000
332.5	0.000
333.0	0.000
333.5	0.000
334.0	0.000
334.5	0.000
335.0	0.000
335.5	0.000
336.0	0.002
336.5	0.001
337.0	0.001
337.5	0.001
338.0	0.000
338.5	0.000
339.0	0.001
339.5	0.000
340.0	0.000
340.5	-0.001
341.0	-0.002
341.5	-0.002
342.0	-0.003
342.5	-0.005
343.0	-0.005
343.5	-0.007
344.0	-0.006
344.5	-0.006
345.0	-0.006
345.5	-0.004
346.0	-0.003
346.5	-0.004
347.0	-0.003
347.5	-0.003
348.0	-0.002
348.5	-0.003
349.0	-0.002
349.5	-0.003
350.0	-0.001
