sample	well	conc	GEF_conc	date	k_est	cutoff_time	data_file
PE15_T34L	E10	3	5	20180905	0.007		GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	C12	3.25	5	20180905	0.007		GEF_assay/2018_data/20180905_GEF_FRET_assay2.txt
PE15_T34L	E11	3.5	5	20180905	0.007		GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	C11	3.75	5	20180905	0.007		GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	C12	4	5	20180905	0.007		GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	E12	4.5	5	20180905	0.007		GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	E7	5.5	5	20180905	0.007		GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E8	7	5	20180905	0.007	1200	GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E9	8	5	20180905	0.001		GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E10	9	5	20180905	0.001		GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E11	10	5	20180905	0.001		GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E12	12	5	20180905	0.001		GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE16_R108I	A1	0.25	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F1	0.5	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A2	0.75	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F2	1	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A3	1.25	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F3	1.5	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A4	1.75	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F4	2	5	20180910	0.002		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	G1	2.25	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E1	2.5	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G2	2.75	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E2	3	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G3	3.25	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E3	3.5	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G4	4	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E4	4.5	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G5	5	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G6	5.5	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G7	6	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G8	7	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G9	8	5	20180910	0.001		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G10	9	5	20180910	0.0009		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G11	10	5	20180910	0.0009		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G12	12	5	20180910	0.0009		GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE18_R108Y	A9	0.25	5	20180910	0.007		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A1	0.25	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F9	0.5	5	20180910	0.007		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A1	0.5	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE18_R108Y	A10	0.75	5	20180910	0.005		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A2	0.75	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F10	1	5	20180910	0.07		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A2	1	5	20180911	0.004	1200	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE18_R108Y	A11	1.25	5	20180910	0.07		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A3	1.25	5	20180911	0.004		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F11	1.5	5	20180910	0.07		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A3	1.5	5	20180911	0.004	1200	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE18_R108Y	A12	1.75	5	20180910	0.005		GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A4	1.75	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F12	2	5	20180910	0.07		GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A4	2	5	20180911	0.004	1200	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE18_R108Y	C1	2.25	5	20180911	0.07	2000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E9	2.5	5	20180910	0.07		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C1	2.5	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C2	2.75	5	20180911	0.005	2000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E10	3	5	20180910	0.005		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C2	3	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C3	3.25	5	20180911	0.005	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E11	3.5	5	20180910	0.005		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C3	3.5	5	20180911	0.005	1500	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C4	4	5	20180911	0.005	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E12	4.5	5	20180910	0.005		GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C4	4.5	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	E1	5	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E2	5.5	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E3	6	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E4	7	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E1	8	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE18_R108Y	E2	9	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE18_R108Y	E3	10	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE18_R108Y	E4	12	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	A5	0.25	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A5	0.5	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE19_R78K	A6	0.75	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A6	1	5	20180911	0.008	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE19_R78K	A7	1.25	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A7	1.5	5	20180911	0.008	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE19_R78K	A8	1.75	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A8	2	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE19_R78K	C5	2.25	5	20180911	0.006	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C5	2.5	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C6	2.75	5	20180911	0.006	1100	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C6	3	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C7	3.25	5	20180911	0.007	1100	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C7	3.5	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C8	4	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C8	4.5	5	20180911	0.005		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	E5	5	5	20180911	0.007	2000	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E6	5.5	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E7	6	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E8	7	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E5	8	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	E6	9	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	E7	10	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	E8	12	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE2_T34A	A7	0.25	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay.txt
PE2_T34A	G7	0.5	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay4.txt
PE2_T34A	G1	0.5	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A1	0.5	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	A8	0.75	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay.txt
PE2_T34A	A9	1	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay.txt
PE2_T34A	G2	1	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A2	1	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	A7	1	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay3.txt
PE2_T34A	A10	1.5	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay.txt
PE2_T34A	G8	1.5	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay4.txt
PE2_T34A	C7	1.75	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay2.txt
PE2_T34A	C8	2	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay2.txt
PE2_T34A	G9	2	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay4.txt
PE2_T34A	G3	2	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A3	2	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	A8	2	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay3.txt
PE2_T34A	A11	2.25	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay.txt
PE2_T34A	C9	2.5	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay2.txt
PE2_T34A	C10	3	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay2.txt
PE2_T34A	G10	3	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay4.txt
PE2_T34A	G4	3	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A4	3	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	A9	3	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay3.txt
PE2_T34A	A12	3.25	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay.txt
PE2_T34A	G11	3.5	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay4.txt
PE2_T34A	C11	3.75	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay2.txt
PE2_T34A	C12	4	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay2.txt
PE2_T34A	G5	4	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A5	4	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	A10	4	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay3.txt
PE2_T34A	G12	4.5	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay4.txt
PE2_T34A	E7	5	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay3.txt
PE2_T34A	G6	5	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A6	5	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	A11	5	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay3.txt
PE2_T34A	G7	6	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A7	6	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	A12	6	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay3.txt
PE2_T34A	E8	7	5	20180824	0.007		GEF_assay/2018_data/20180824_GEF_FRET_assay3.txt
PE2_T34A	G8	7	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A8	7	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	C7	7	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E9	8	5	20180824	0.005		GEF_assay/2018_data/20180824_GEF_FRET_assay3.txt
PE2_T34A	G9	8	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A9	8	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	C8	8	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E10	9	5	20180824	0.004		GEF_assay/2018_data/20180824_GEF_FRET_assay3.txt
PE2_T34A	G10	9	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A10	9	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	C9	9	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E11	10	5	20180824	0.003		GEF_assay/2018_data/20180824_GEF_FRET_assay3.txt
PE2_T34A	G11	10	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A11	10	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	C10	10	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay4.txt
PE2_T34A	C11	11	5	20181003	0.007		GEF_assay/2018_data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E12	12	5	20180824	0.003		GEF_assay/2018_data/20180824_GEF_FRET_assay3.txt
PE2_T34A	G12	12	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay.txt
PE2_T34A	A12	12	5	20181003	0		GEF_assay/2018_data/20181003_GEF_FRET_assay2.txt
PE2_T34A	C12	12	5	20181003	0.003		GEF_assay/2018_data/20181003_GEF_FRET_assay4.txt
PE20_K132H	A9	0.25	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A9	0.5	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A10	0.75	5	20180911	0.02		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A10	1	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A11	1.25	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A11	1.5	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A12	1.75	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A12	2	5	20180911	0.01		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	C9	2.25	5	20180911	0.007	1500	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C9	2.5	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C10	2.75	5	20180911	0.007	1100	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C10	3	5	20180911	0.07		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C11	3.25	5	20180911	0.007	1200	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C11	3.5	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C12	4	5	20180911	0.007	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C12	4.5	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	E9	5	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E10	5.5	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E11	6	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E12	7	5	20180911	0.007		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E9	8	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E10	9	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E11	10	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E12	12	5	20180911	0.001		GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE22_K143W	G1	0.25	5	20180912	0.02		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G1	0.5	5	20180912	0.02		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	G2	0.75	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G3	1	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G2	1.5	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	G4	1.5	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	A1	1.75	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G3	2	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A2	2	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G5	2.25	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	A3	2.5	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G4	3	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A4	3	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G6	3.25	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G5	3.5	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A5	3.75	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	A6	4	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G6	4.5	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A1	5.5	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A2	7	5	20180912	0.007		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A3	8	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A4	9	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A5	10	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A6	12	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE25_R108G	C1	0.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E1	0.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C2	0.75	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E2	1	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C3	1.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E3	1.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C4	1.75	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E4	2	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	E1	2.25	5	20180913	0.007	1500	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G1	2.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E2	2.75	5	20180913	0.007	1500	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G2	3	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E3	3.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G3	3.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E4	4	5	20180913	0.007	1000	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G4	4.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	G1	5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G2	5.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G3	6	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G4	7	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	A1	8	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A2	9	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A3	10	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A4	12	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	C5	0.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E5	0.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C6	0.75	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E6	1	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C7	1.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E7	1.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C8	1.75	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E8	2	5	20180913	0.001	1000	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	E5	2.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G5	2.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E6	2.75	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G6	3	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E7	3.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G7	3.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E8	4	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G8	4.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	G5	5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G6	5.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G7	6	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G8	7	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	A5	8	5	20180913	0.006		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	A6	9	5	20180913	0.006		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	A7	10	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	A8	12	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE28_K101R	G7	0.25	5	20180912	0.002		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
