sample	well	conc	GEF_conc	date	k_est	span1	f_plateau	cutoff_time	back_signal	fit	data_file
PE15_T34L	E8	1.5	5	20180905	0.01	1700	2512.5		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	C7	1.75	5	20180905	0.009	1400	1100		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	C8	2	5	20180905	0.008	1350	2000		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	E9	2	5	20180905	0.0074	2200	3200		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	C11	2.25	5	20180905	0.008	2600	3800		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay2.txt
PE15_T34L	C9	2.5	5	20180905	0.007	2000	1700		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	C10	3	5	20180905	0.0055	2400	2000		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	E10	3	5	20180905	0.007	3000	5600		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	C12	3.25	5	20180905	0.007	3500	5200		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay2.txt
PE15_T34L	E11	3.5	5	20180905	0.005	3300	5400		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	C11	3.75	5	20180905	0.005	3000	2600		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	C12	4	5	20180905	0.004	3200	2800		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay.txt
PE15_T34L	E12	4.5	5	20180905	0.004	4300	7300		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay3.txt
PE15_T34L	E7	5.5	5	20180905	0.002	4500	11000		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E9	8	5	20180905	0.002	6800	11000		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E10	9	5	20180905	0.002	8000	20000		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E11	10	5	20180905	0.002	8000	22000		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE15_T34L	E12	12	5	20180905	0.002	8400	22500		exp	exp	GEF_assay/2018_data/20180905_GEF_FRET_assay4.txt
PE16_R108I	A1	0.25	5	20180910	0.001	135	160		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F1	0.5	5	20180910	0.001	372.5	837.5		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A2	0.75	5	20180910	0.001	558.75	1256.25		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F2	1	5	20180910	0.001	745	1675		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A3	1.25	5	20180910	0.001	931.25	2093.75		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F3	1.5	5	20180910	0.001	1117.5	2512.5		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A4	1.75	5	20180910	0.001	1303.75	2931.25		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F4	2	5	20180910	0.002	1100	1300		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE16_R108I	G1	2.25	5	20180910	0.001	1700	2300		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E1	2.5	5	20180910	0.001	1862.5	4187.5		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G2	2.75	5	20180910	0.001	2300	3300		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E2	3	5	20180910	0.001	2235	5025		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G3	3.25	5	20180910	0.001	2600	3700		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E3	3.5	5	20180910	0.001	3400	5000		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G4	4	5	20180910	0.001	2980	6700		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E4	4.5	5	20180910	0.001	3352.5	7537.5		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE16_R108I	G5	5	5	20180910	0.001	3725	8375		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G6	5.5	5	20180910	0.001	4000	6900		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G7	6	5	20180910	0.001	4470	7500		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G8	7	5	20180910	0.001	5000	9000		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G9	8	5	20180910	0.001	5200	10000		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G10	9	5	20180910	0.0009	5500	11000		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G11	10	5	20180910	0.0009	5500	12000		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G12	12	5	20180910	0.0009	6200	13000		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay4.txt
PE3_T34E	A1	0.25	5	20180827	0.02	130	390		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C1	0.5	5	20180827	0.02	450	775		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	A2	0.75	5	20180827	0.01	900	1400		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C2	1	5	20180827	0.01	1500	1900		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	A3	1.25	5	20180827	0.007	1200	2100		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C3	1.5	5	20180827	0.01	2100	2000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	A4	1.75	5	20180827	0.0009	2000	2900		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C4	2	5	20180827	0.008	2800	3100		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	E1	2.25	5	20180827	0.001	2400	2000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G1	2.5	5	20180827	0.005	2500	4200	1000	exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	E2	2.75	5	20180827	0.005	3000	3100		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G2	3	5	20180827	0.007	3000	5025		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	E3	3.25	5	20180827	0.007	3500	6000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G3	3.5	5	20180827	0.007	3500	6000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	E4	4	5	20180827	0.005	5200	7500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G4	4.5	5	20180827	0.007	4500	8000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	A1	5	5	20180827	0.007	5200	9500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A1	5.5	5	20180827	0.007	5000	9000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	A2	6	5	20180827	0.007	5000	12500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A2	7	5	20180827	0.003	6300	12500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	A3	8	5	20180827	0.003	6300	17000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A3	9	5	20180827	0.001	6705	18000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	A4	10	5	20180827	0.002	7450	16750		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A4	12	5	20180827	0.003	10000	21000	1200	exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	C6	12	5	20180827	0.001	9000	22000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE4_R108L	E1	0.25	5	20180828	0.0011	212	330		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E1	0.5	5	20180828	0.0015	500	800		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	E2	0.75	5	20180828	0.001	600	1000		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E3	1	5	20180828	0.001	780	1500		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E4	1.5	5	20180828	0.001	1200	2000	1500	exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E2	1.5	5	20180828	0.001	1250	2500		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	C1	1.75	5	20180828	0.001	1700	2000		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	G7	1.75	5	20180906	0.0014	1500	2800		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C2	2	5	20180828	0.001	2000	2800		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	E3	2	5	20180828	0.001	2000	3000		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	E5	2.25	5	20180828	0.001	2000	3200		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	G8	2.25	5	20180906	0.001	2100	3500		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C3	2.5	5	20180828	0.001	2600	3800		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	G9	2.5	5	20180906	0.001	2500	4200		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C4	3	5	20180828	0.001	2235	5500		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	E4	3	5	20180828	0.001	2500	5200		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	G10	3	5	20180906	0.0009	3300	5000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	E6	3.25	5	20180828	0.001	2500	5500		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	G11	3.5	5	20180906	0.001	2607.5	5800		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C5	3.75	5	20180828	0.001	2793.75	6281.25		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	C6	4	5	20180828	0.001	3500	7000		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	G12	4	5	20180906	0.0009	4000	6200		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	E6	4.5	5	20180828	0.001	4800	8100		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	G1	5	5	20180828	0.001	4000	7500		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A7	6	5	20180906	0.002	4500	9500		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C7	6	5	20180906	0.002	3800	8000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G2	7	5	20180828	0.001	4800	9600		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	G3	8	5	20180828	0.001	6000	11000		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A8	8	5	20180906	0.0012	5800	11600		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C8	8	5	20180906	0.001	5960	13400		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G4	9	5	20180828	0.001	6705	1400		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A9	9	5	20180906	0.002	6705	16000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C9	9	5	20180906	0.0016	6200	15000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G5	10	5	20180828	0.0014	6900	16000		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A10	10	5	20180906	0.001	7900	17000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C10	10	5	20180906	0.001	7000	15000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	A11	11	5	20180906	0.001	8195	18000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C11	11	5	20180906	0.0015	7000	18000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G6	12	5	20180828	0.001	7500	18500		exp	exp	GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A12	12	5	20180906	0.001	8900	20000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C12	12	5	20180906	0.001	7500	17000		exp	exp	GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE5_R108A	C5	0.5	5	20180827	0.02	250	800		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	A6	0.75	5	20180827	0.02	350	1100		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE5_R108A	C6	1	5	20180827	0.02	760	1675		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	A7	1.25	5	20180827	0.02	750	2000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE5_R108A	C7	1.5	5	20180827	0.01	1117.5	2512.5		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	A8	1.75	5	20180827	0.01	1250	2931.25		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE5_R108A	C8	2	5	20180827	0.02	1490	3350		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	E5	2.25	5	20180827	0.01	1676.25	3768.75		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G5	2.5	5	20180827	0.007	1600	3800		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	E6	2.75	5	20180827	0.01	2048.75	4606.25	1000	exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G6	3	5	20180827	0.01	2235	5025		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	E7	3.25	5	20180827	0.01	2421.25	5000	500	exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G7	3.5	5	20180827	0.007	2607.5	5862.5		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	E8	4	5	20180827	0.007	2980	6700		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G8	4.5	5	20180827	0.007	2500	5500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	A5	5	5	20180827	0.009	3400	5000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A5	5.5	5	20180827	0.008	4200	7900	1000	exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C7	5.5	5	20180827	0.006	3500	7500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE5_R108A	A6	6	5	20180827	0.007	4470	10050		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A6	7	5	20180827	0.006	6800	8300	1100	exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C8	7	5	20180827	0.007	4500	9000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE5_R108A	A7	8	5	20180827	0.004	5000	13400		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A7	9	5	20180827	0.004	5200	12500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C9	9	5	20180827	0.003	5500	12500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE5_R108A	A8	10	5	20180827	0.004	6000	16000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A8	12	5	20180827	0.003	6500	12500		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C10	12	5	20180827	0.004	6200	14000		exp	exp	GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE18_R108Y	A9	0.25	5	20180910	0.01	250	450		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A1	0.25	5	20180911	0.01	380	500		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F9	0.5	5	20180910	0.004	570	630		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A1	0.5	5	20180911	0.005	290	320		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE18_R108Y	A10	0.75	5	20180910	0.007	710	1100		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A2	0.75	5	20180911	0.007	770	1250		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F10	1	5	20180910	0.004	1100	1400		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A11	1.25	5	20180910	0.004	1420	1500		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A3	1.25	5	20180911	0.004	1300	2100		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F11	1.5	5	20180910	0.004	1400	2250		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A3	1.5	5	20180911	0.005	770	1150	1150	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE18_R108Y	A12	1.75	5	20180910	0.004	1900	2150		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A4	1.75	5	20180911	0.004	1600	3300		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F12	2	5	20180910	0.003	1650	3100		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A4	2	5	20180911	0.004	1100	1850	1000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE18_R108Y	C1	2.25	5	20180911	0.005	2000	4000	2000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E9	2.5	5	20180910	0.005	2600	3800		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C1	2.5	5	20180911	0.005	2000	5800		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C2	2.75	5	20180911	0.005	2800	5900	1250	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E10	3	5	20180910	0.005	2750	4700		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C2	3	5	20180911	0.005	2800	7200		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C3	3.25	5	20180911	0.005	3000	7000	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E11	3.5	5	20180910	0.005	3000	5200		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C3	3.5	5	20180911	0.005	3500	9500		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C4	4	5	20180911	0.005	2800	7500	1200	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E12	4.5	5	20180910	0.004	3200	6979.5		exp	exp	GEF_assay/2018_data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C4	4.5	5	20180911	0.005	3500	11000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	E1	5	5	20180911	0.005	3800	11500		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E2	5.5	5	20180911	0.005	4300	14000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E3	6	5	20180911	0.005	4500	15000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E4	7	5	20180911	0.005	5800	20000	2000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E1	8	5	20180911	0.004	8800	13400	1250	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE18_R108Y	E2	9	5	20180911	0.004	9000	14500	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE18_R108Y	E3	10	5	20180911	0.004	8000	17500	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE18_R108Y	E4	12	5	20180911	0.003	10000	22000	1400	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	A5	0.25	5	20180911	0.016	230	240		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A6	0.75	5	20180911	0.01	750	1400		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A6	1	5	20180911	0.01	500	750	1000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE19_R78K	A7	1.25	5	20180911	0.008	1520	1430		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A7	1.5	5	20180911	0.008	920	1300	1000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE19_R78K	A8	1.75	5	20180911	0.007	1800	2000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE19_R78K	C5	2.25	5	20180911	0.006	2250	4500	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C5	2.5	5	20180911	0.007	2100	6400		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C6	2.75	5	20180911	0.006	2500	5500	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C6	3	5	20180911	0.007	2800	7800		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C7	3.25	5	20180911	0.007	3200	7000	1250	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C7	3.5	5	20180911	0.007	3000	9000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C8	4	5	20180911	0.007	3100	8800	1250	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C8	4.5	5	20180911	0.005	3900	12000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE19_R78K	E5	5	5	20180911	0.004	5500	13000	2000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E6	5.5	5	20180911	0.004	5200	12300		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E7	6	5	20180911	0.004	5000	16500		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E8	7	5	20180911	0.004	6400	17800		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E5	8	5	20180911	0.004	7100	12500	1250	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	E6	9	5	20180911	0.003	9100	16400	1800	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	E7	10	5	20180911	0.004	7040	17000	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE19_R78K	E8	12	5	20180911	0.004	9000	22000	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	A9	0.25	5	20180911	0.018	200	350		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A9	0.5	5	20180911	0.02	250	400	1000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A10	0.75	5	20180911	0.01	790	730		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A10	1	5	20180911	0.01	500	530		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A11	1.25	5	20180911	0.009	1100	1170		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A11	1.5	5	20180911	0.01	870	700		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A12	1.75	5	20180911	0.008	1900	2400		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A12	2	5	20180911	0.008	1200	950		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	C9	2.25	5	20180911	0.008	2100	3900	1250	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C9	2.5	5	20180911	0.007	2500	3950		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C10	2.75	5	20180911	0.007	2600	4200	1000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C10	3	5	20180911	0.007	2500	5500		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C11	3.25	5	20180911	0.007	2700	5600	1000	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C11	3.5	5	20180911	0.006	2900	8000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
