condition	Time	fluorescence
20190228-PE18_R108Y-G7-8-1-20	0	4661
20190228-PE18_R108Y-G7-8-1-20	6	4832
20190228-PE18_R108Y-G7-8-1-20	12	4891
20190228-PE18_R108Y-G7-8-1-20	18	5011
20190228-PE18_R108Y-G7-8-1-20	24	5096
20190228-PE18_R108Y-G7-8-1-20	30	5236
20190228-PE18_R108Y-G7-8-1-20	36	5321
20190228-PE18_R108Y-G7-8-1-20	42	5438
20190228-PE18_R108Y-G7-8-1-20	48	5528
20190228-PE18_R108Y-G7-8-1-20	54	5644
20190228-PE18_R108Y-G7-8-1-20	60	5785
20190228-PE18_R108Y-G7-8-1-20	66	5865
20190228-PE18_R108Y-G7-8-1-20	72	6004
20190228-PE18_R108Y-G7-8-1-20	78	6168
20190228-PE18_R108Y-G7-8-1-20	84	6242
20190228-PE18_R108Y-G7-8-1-20	90	6286
20190228-PE18_R108Y-G7-8-1-20	96	6402
20190228-PE18_R108Y-G7-8-1-20	102	6552
20190228-PE18_R108Y-G7-8-1-20	108	6653
20190228-PE18_R108Y-G7-8-1-20	114	6824
20190228-PE18_R108Y-G7-8-1-20	120	6915
20190228-PE18_R108Y-G7-8-1-20	126	6979
20190228-PE18_R108Y-G7-8-1-20	132	7061
20190228-PE18_R108Y-G7-8-1-20	138	7182
20190228-PE18_R108Y-G7-8-1-20	144	7303
20190228-PE18_R108Y-G7-8-1-20	150	7454
20190228-PE18_R108Y-G7-8-1-20	156	7586
20190228-PE18_R108Y-G7-8-1-20	162	7685
20190228-PE18_R108Y-G7-8-1-20	168	7846
20190228-PE18_R108Y-G7-8-1-20	174	7879
20190228-PE18_R108Y-G7-8-1-20	180	7879
20190228-PE18_R108Y-G7-8-1-20	186	8137
20190228-PE18_R108Y-G7-8-1-20	192	8146
20190228-PE18_R108Y-G7-8-1-20	198	8301
20190228-PE18_R108Y-G7-8-1-20	204	8383
20190228-PE18_R108Y-G7-8-1-20	210	8580
20190228-PE18_R108Y-G7-8-1-20	216	8574
20190228-PE18_R108Y-G7-8-1-20	222	8736
20190228-PE18_R108Y-G7-8-1-20	228	8851
20190228-PE18_R108Y-G7-8-1-20	234	9005
20190228-PE18_R108Y-G7-8-1-20	240	9067
20190228-PE18_R108Y-G7-8-1-20	246	9181
20190228-PE18_R108Y-G7-8-1-20	252	9243
20190228-PE18_R108Y-G7-8-1-20	258	9390
20190228-PE18_R108Y-G7-8-1-20	264	9426
20190228-PE18_R108Y-G7-8-1-20	270	9606
20190228-PE18_R108Y-G7-8-1-20	276	9595
20190228-PE18_R108Y-G7-8-1-20	282	9790
20190228-PE18_R108Y-G7-8-1-20	288	9803
20190228-PE18_R108Y-G7-8-1-20	294	9924
20190228-PE18_R108Y-G7-8-1-20	300	10100
20190228-PE18_R108Y-G7-8-1-20	306	10175
20190228-PE18_R108Y-G7-8-1-20	312	10250
20190228-PE18_R108Y-G7-8-1-20	318	10265
20190228-PE18_R108Y-G7-8-1-20	324	10367
20190228-PE18_R108Y-G7-8-1-20	330	10409
20190228-PE18_R108Y-G7-8-1-20	336	10571
20190228-PE18_R108Y-G7-8-1-20	342	10617
20190228-PE18_R108Y-G7-8-1-20	348	10626
