

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190117_GAP_assay9.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	1/17/2019
Time	3:15:08 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 0:45:00 (HH:MM:SS), Interval 0:00:04, 676 Reads
    Read	Fluorescence Endpoint
	A1..A8
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8					Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A1	A2	A3	A4	A5	A6	A7	A8
0:15:20	30.0	18299	19037	21617	21268	22314	23285	19351	25057
0:15:24	30.0	18368	19044	21797	21230	22169	23239	19344	25210
0:15:28	30.0	18386	19234	21811	21228	22366	23468	19260	24931
0:15:32	30.0	18136	19300	21737	21099	22247	23417	19381	24933
0:15:36	30.0	18294	19142	21740	21120	22156	23245	19385	24981
0:15:40	30.0	18278	19137	21893	21204	22298	23151	19411	25110
0:15:44	30.0	18230	18955	21602	21227	22490	23383	19360	25056
0:15:48	30.0	18350	19099	21694	21280	22269	23429	19344	25114
0:15:52	30.0	18328	19056	21737	21168	22262	23191	19403	25232
0:15:56	30.1	18284	19119	21879	21241	22506	23330	19231	25266
0:16:00	30.0	18293	19031	21661	21168	22237	23246	19347	25098
0:16:04	30.0	18267	19211	21714	21233	22258	23534	19386	25161
0:16:08	30.0	18488	19171	21772	21352	22390	23242	19418	25180
0:16:12	30.0	18353	19188	21679	21213	22284	23288	19411	25011
0:16:16	30.0	18280	19271	21692	21046	22262	23386	19375	25176
0:16:20	30.0	18318	19168	21687	21295	22233	23402	19424	25148
0:16:24	30.0	18239	19153	21725	21330	22358	23023	19342	24993
0:16:28	30.0	18301	19054	21636	21267	22340	23283	19237	25067
0:16:32	30.0	18265	19099	21654	21258	22168	23283	19242	25126
0:16:36	30.0	18383	18948	21726	21143	22203	23316	19354	24796
0:16:40	30.0	18269	19176	21809	21205	22238	23223	19263	24887
0:16:44	30.0	18297	18994	21554	21185	22230	23110	19193	25167
0:16:48	30.0	18290	18981	21761	21078	22244	23352	19228	25107
0:16:52	30.0	18181	19079	21747	21242	22295	23220	19307	25073
0:16:56	30.0	18235	19111	21797	21298	22308	23418	19299	24887
0:17:00	30.0	18275	18965	21499	21186	22270	23304	19206	25213
0:17:04	30.0	18381	19126	21433	21191	22307	23248	19349	24993
0:17:08	30.0	18197	18933	21642	21067	22088	23248	19246	25049
0:17:12	30.0	18061	19099	21580	21183	22273	23018	19341	25026
0:17:16	30.0	18214	19058	21703	21291	22283	23309	19365	25015
0:17:20	30.0	18116	19143	21743	21335	22212	23158	19451	25252
0:17:24	30.0	18255	19055	21541	21137	22256	23249	19246	25174
0:17:28	30.0	18290	19143	21775	21239	22105	23145	19307	25165
0:17:32	30.0	18346	18951	21622	21050	22175	23266	19212	24912
0:17:36	30.0	18009	18959	21685	21136	22218	23194	19330	25126
0:17:40	30.0	18379	19016	21432	21254	22274	23197	19243	25172
0:17:44	30.0	18329	18982	21728	21155	22098	23194	19191	25022
0:17:48	30.0	18236	18901	21426	21064	22279	23167	19213	24960
0:17:52	30.0	18257	19082	21702	21206	22021	23347	19256	25090
0:17:56	30.0	18406	18941	21713	21211	22140	23363	19255	25052
0:18:00	30.0	18335	19069	21711	21052	22193	23189	19355	25101
0:18:04	30.0	18180	18871	21701	21223	22058	22984	19328	24842
0:18:08	30.0	18311	18916	21591	21236	22069	23358	19214	25064
0:18:12	30.0	18274	19057	21699	21114	22219	23135	19437	24909
0:18:16	30.0	18267	19031	21691	21182	22057	23101	19329	24964
0:18:20	30.0	18350	18981	21537	21298	22082	23187	19166	25031
0:18:24	30.0	18290	19017	21504	21093	22217	23144	19165	25047
0:18:28	30.0	18208	19108	21594	21070	22166	23183	19335	24845
0:18:32	30.0	18213	18985	21591	21075	22221	23080	19249	25034
0:18:36	30.0	18234	18981	21541	21086	22111	23224	19230	24944
0:18:40	30.0	18159	19088	21503	21061	22100	22965	19249	24887
0:18:44	30.0	18267	19144	21561	21035	22065	23191	19337	25021
0:18:48	30.0	18215	18915	21457	21208	22163	22961	19316	24911
0:18:52	30.0	18163	19015	21574	21062	21847	23067	19257	24692
0:18:56	30.0	18243	18879	21661	20974	22051	23045	19158	25124
0:19:00	30.0	18164	19008	21712	21118	22215	23144	19174	25068
0:19:04	30.0	18174	19026	21475	21228	22245	23153	19189	24910
0:19:08	30.0	18256	18862	21561	21001	22037	23149	19183	25042
0:19:12	30.0	18261	19131	21648	21261	22209	23139	19174	24929
0:19:16	30.0	18291	18946	21258	21069	21888	23114	19307	24870
0:19:20	30.0	18143	18894	21313	21050	22197	22937	19167	24942
0:19:24	30.0	18101	19079	21552	21014	21998	23067	19098	24921
0:19:28	30.0	18214	18968	21411	21159	22017	23202	19202	24956
0:19:32	30.0	18116	19014	21719	21033	22209	22988	19160	24901
0:19:36	30.0	18220	18945	21364	21027	22042	23037	19211	24867
0:19:40	30.0	18142	19050	21605	21065	21996	23237	19064	25035
0:19:44	30.0	18185	18945	21534	20965	21967	23294	19170	24962
0:19:48	30.0	18254	18927	21604	21080	22135	22977	19119	24845
0:19:52	30.0	18182	18877	21481	21168	22078	23018	19047	24969
0:19:56	30.0	18261	19034	21505	21000	21975	23053	19066	24784
0:20:00	30.0	18243	19062	21411	21027	22135	23122	19101	24875
0:20:04	30.0	18234	18907	21639	21094	22073	23133	19034	24996
0:20:08	30.0	18276	18851	21482	21026	21964	23081	19172	24786
0:20:12	30.0	18304	18966	21570	20993	22017	23142	19230	24823
0:20:16	30.0	18263	18918	21548	21151	22097	23058	19294	24878
0:20:20	30.0	18328	18939	21534	21109	22087	23072	19350	24957
0:20:24	30.0	18161	18923	21569	21024	22056	23030	19213	24836
0:20:28	30.0	18183	19011	21440	21133	22146	23190	19224	25005
0:20:32	30.0	18228	18989	21583	21063	22072	23223	19315	24980
0:20:36	30.0	18164	18958	21435	21259	21848	23066	19195	24935
0:20:40	30.0	18154	18912	21540	21068	22022	22860	19073	24817
0:20:44	30.0	18082	18794	21549	21036	21894	23086	19081	24953
0:20:48	30.0	18280	19099	21568	21154	22012	23130	19186	24683
0:20:52	30.0	18139	18815	21601	21056	22050	22985	19050	24791
0:20:56	30.0	18160	18844	21541	20908	21899	22825	19147	24876
0:21:00	30.0	18169	18969	21469	21087	22123	23099	19112	24894
0:21:04	30.0	18182	19033	21588	21019	21958	22995	19264	24656
0:21:08	30.0	18154	18948	21572	21193	21913	23083	19348	24709
0:21:12	30.0	18249	18947	21460	21063	22091	23090	19145	24878
0:21:16	30.0	18242	18810	21530	20991	21895	22939	19248	24845
0:21:20	30.0	18224	18965	21527	20891	21989	22986	19249	24846
0:21:24	30.0	18308	18984	21481	21102	22105	23017	19228	24817
0:21:28	30.0	18134	18765	21563	21184	22027	23109	19025	24991
0:21:32	30.0	18208	19007	21696	21173	22067	23144	19226	24933
0:21:36	30.0	18024	18985	21306	21017	21985	22975	19179	24749
0:21:40	30.0	18175	19074	21345	21097	22078	22970	19260	24778
0:21:44	30.0	17987	18912	21439	21119	22029	23035	19227	24675
