220.0	8.604
220.5	8.443
221.0	8.304
221.5	8.120
222.0	7.933
222.5	7.726
223.0	7.541
223.5	7.312
224.0	7.042
224.5	6.727
225.0	6.426
225.5	6.181
226.0	5.985
226.5	5.822
227.0	5.673
227.5	5.529
228.0	5.394
228.5	5.261
229.0	5.133
229.5	4.998
230.0	4.852
230.5	4.694
231.0	4.528
231.5	4.353
232.0	4.159
232.5	3.941
233.0	3.702
233.5	3.454
234.0	3.204
234.5	2.950
235.0	2.699
235.5	2.450
236.0	2.222
236.5	2.013
237.0	1.823
237.5	1.645
238.0	1.476
238.5	1.322
239.0	1.191
239.5	1.086
240.0	1.002
240.5	0.939
241.0	0.889
241.5	0.848
242.0	0.811
242.5	0.779
243.0	0.756
243.5	0.734
244.0	0.719
244.5	0.708
245.0	0.698
245.5	0.692
246.0	0.687
246.5	0.681
247.0	0.677
247.5	0.675
248.0	0.674
248.5	0.674
249.0	0.675
249.5	0.677
250.0	0.682
250.5	0.684
251.0	0.687
251.5	0.692
252.0	0.695
252.5	0.703
253.0	0.707
253.5	0.714
254.0	0.725
254.5	0.735
255.0	0.748
255.5	0.759
256.0	0.776
256.5	0.792
257.0	0.810
257.5	0.823
258.0	0.834
258.5	0.842
259.0	0.850
259.5	0.859
260.0	0.862
260.5	0.868
261.0	0.872
261.5	0.876
262.0	0.882
262.5	0.885
263.0	0.890
263.5	0.897
264.0	0.905
264.5	0.912
265.0	0.922
265.5	0.931
266.0	0.942
266.5	0.950
267.0	0.958
267.5	0.968
268.0	0.977
268.5	0.987
269.0	0.996
269.5	1.003
270.0	1.012
270.5	1.021
271.0	1.029
271.5	1.035
272.0	1.042
272.5	1.046
273.0	1.051
273.5	1.054
274.0	1.059
274.5	1.062
275.0	1.064
275.5	1.068
276.0	1.070
276.5	1.072
277.0	1.072
277.5	1.071
278.0	1.070
278.5	1.065
279.0	1.062
279.5	1.057
280.0	1.053
280.5	1.048
281.0	1.040
281.5	1.029
282.0	1.015
282.5	1.002
283.0	0.984
283.5	0.966
284.0	0.948
284.5	0.928
285.0	0.907
285.5	0.884
286.0	0.863
286.5	0.839
287.0	0.813
287.5	0.786
288.0	0.758
288.5	0.732
289.0	0.704
289.5	0.676
290.0	0.643
290.5	0.613
291.0	0.579
291.5	0.546
292.0	0.515
292.5	0.484
293.0	0.455
293.5	0.424
294.0	0.393
294.5	0.363
295.0	0.335
295.5	0.310
296.0	0.289
296.5	0.270
297.0	0.254
297.5	0.241
298.0	0.226
298.5	0.212
299.0	0.198
299.5	0.186
300.0	0.176
300.5	0.166
301.0	0.156
301.5	0.145
302.0	0.137
302.5	0.127
303.0	0.118
303.5	0.109
304.0	0.103
304.5	0.096
305.0	0.090
305.5	0.086
306.0	0.082
306.5	0.077
307.0	0.074
307.5	0.070
308.0	0.066
308.5	0.063
309.0	0.061
309.5	0.057
310.0	0.055
310.5	0.055
311.0	0.053
311.5	0.052
312.0	0.052
312.5	0.051
313.0	0.049
313.5	0.046
314.0	0.046
314.5	0.045
315.0	0.045
315.5	0.046
316.0	0.047
316.5	0.046
317.0	0.045
317.5	0.045
318.0	0.045
318.5	0.045
319.0	0.044
319.5	0.042
320.0	0.044
320.5	0.045
321.0	0.047
321.5	0.048
322.0	0.047
322.5	0.045
323.0	0.042
323.5	0.041
324.0	0.041
324.5	0.042
325.0	0.041
325.5	0.041
326.0	0.041
326.5	0.041
327.0	0.043
327.5	0.043
328.0	0.041
328.5	0.041
329.0	0.041
329.5	0.038
330.0	0.039
330.5	0.040
331.0	0.042
331.5	0.041
332.0	0.042
332.5	0.043
333.0	0.044
333.5	0.044
334.0	0.043
334.5	0.043
335.0	0.043
335.5	0.044
336.0	0.044
336.5	0.043
337.0	0.044
337.5	0.045
338.0	0.044
338.5	0.043
339.0	0.042
339.5	0.042
340.0	0.042
340.5	0.041
341.0	0.041
341.5	0.040
342.0	0.041
342.5	0.041
343.0	0.040
343.5	0.040
344.0	0.040
344.5	0.042
345.0	0.040
345.5	0.041
346.0	0.042
346.5	0.043
347.0	0.042
347.5	0.042
348.0	0.043
348.5	0.043
349.0	0.043
349.5	0.041
350.0	0.040
